league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Aerial Duels,Aerial Duels,Aerial Duels,stat_type_misc
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
GER-Bundesliga,2020,Mainz 05,Aarón Martín,ESP,"DF,FW",23,1997,5,3,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,9,18,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,standard,ESP,"DF,FW",23,1997,2.9,120,173,69.4,2057,856,61,73,83.6,46,70,65.7,12,25,48.0,0,0.3,0.5,-0.3,3,6,3,3,9,passing,ESP,"DF,FW",23,1997,2.9,0,1,0,0.0,0.34,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,ESP,"DF,FW",23,1997,2.9,192,7,46,89,57,2,192,5,3,60.0,2,40.0,106,534,170,5,1,1,3,2,116,18,possession,ESP,"DF,FW",23,1997,2.9,3,2,2,1,0,2,4,50.0,2,1,0,1,2,5,2,0,defense,ESP,"DF,FW",23,1997,2.9,0,0,0,4,0,0,21,2,2,0,0,0,10,1,1,50.0,misc
GER-Bundesliga,2021,Mainz 05,Aarón Martín,ESP,"DF,FW",23,1997,5,3,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,9,18,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,standard,ESP,"DF,FW",23,1997,2.9,120,173,69.4,2057,856,61,73,83.6,46,70,65.7,12,25,48.0,0,0.3,0.5,-0.3,3,6,3,3,9,passing,ESP,"DF,FW",23,1997,2.9,0,1,0,0.0,0.34,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,ESP,"DF,FW",23,1997,2.9,192,7,46,89,57,2,192,5,3,60.0,2,40.0,106,534,170,5,1,1,3,2,116,18,possession,ESP,"DF,FW",23,1997,2.9,3,2,2,1,0,2,4,50.0,2,1,0,1,2,5,2,0,defense,ESP,"DF,FW",23,1997,2.9,0,0,0,4,0,0,21,2,2,0,0,0,10,1,1,50.0,misc
GER-Bundesliga,2022,Mainz 05,Aarón Martín,ESP,DF,25,1997,28,20,1847,20.5,5,3,8,5,0,1,3,0,2.2,1.4,2.8,4.2,25,86,61,0.24,0.15,0.39,0.24,0.39,0.11,0.14,0.24,0.07,0.2,standard,ESP,DF,25,1997,20.5,761,1028,74.0,12672,5222,385,424,90.8,283,356,79.5,73,187,39.0,3,2.8,3.4,0.2,27,68,29,16,86,passing,ESP,DF,25,1997,20.5,5,18,7,38.9,0.88,0.34,0.28,0.71,25.9,8,0,1,2.2,1.4,0.08,2.8,3.6,shooting,ESP,DF,25,1997,20.5,1192,47,303,523,380,14,1191,21,10,47.6,8,38.1,582,2815,1217,25,19,3,15,14,621,61,possession,ESP,DF,25,1997,20.5,42,27,25,11,6,21,40,52.5,19,22,1,21,15,57,31,0,defense,ESP,DF,25,1997,20.5,3,0,0,28,12,2,145,15,27,0,0,0,104,1,13,7.1,misc
FRA-Ligue 1,2023,Strasbourg,Abakar Sylla,CIV,DF,20,2002,22,19,1792,19.9,2,0,2,2,0,0,4,0,1.6,1.6,0.5,2.0,8,72,2,0.1,0.0,0.1,0.1,0.1,0.08,0.02,0.1,0.08,0.1,standard,CIV,DF,20,2002,19.9,1111,1266,87.8,19769,6698,436,473,92.2,567,618,91.7,81,139,58.3,0,0.5,0.2,-0.5,5,52,4,0,72,passing,CIV,DF,20,2002,19.9,2,11,5,45.5,0.55,0.25,0.18,0.4,14.6,0,0,0,1.6,1.6,0.14,0.4,0.4,shooting,CIV,DF,20,2002,19.9,1490,201,717,729,56,18,1490,13,9,69.2,4,30.8,1060,5999,3215,8,11,0,14,7,962,2,possession,CIV,DF,20,2002,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,defense,CIV,DF,20,2002,19.9,4,0,0,30,4,1,3,26,23,0,0,1,124,32,21,60.4,misc
FRA-Ligue 1,2024,Strasbourg,Abakar Sylla,CIV,DF,22-107,2002,18,10,921,10.2,1,0,1,1,0,0,2,1,0.4,0.4,0.0,0.4,0,20,3,0.1,0.0,0.1,0.1,0.1,0.04,0.0,0.04,0.04,0.04,standard,CIV,DF,22-107,2002,10.2,573,645,88.8,9801,3527,221,241,91.7,326,351,92.9,21,42,50.0,0,0.0,0.1,0.0,0,21,0,0,20,passing,CIV,DF,22-107,2002,10.2,1,5,1,20.0,0.49,0.1,0.2,1.0,9.0,0,0,0,0.4,0.4,0.08,0.6,0.6,shooting,CIV,DF,22-107,2002,10.2,770,145,494,255,24,9,770,6,3,50.0,3,50.0,419,1475,611,0,1,0,5,4,486,3,possession,CIV,DF,22-107,2002,10.2,26,14,13,11,2,15,17,88.2,2,18,10,8,11,37,57,0,defense,CIV,DF,22-107,2002,10.2,2,1,0,17,7,0,1,11,14,0,0,1,39,20,15,57.1,misc
GER-Bundesliga,2020,Mainz 05,Abass Issah,GHA,"DF,FW",21,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GHA,"DF,FW",21,1998,0.2,12,15,80.0,178,44,7,9,77.8,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,GHA,"DF,FW",21,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GHA,"DF,FW",21,1998,0.2,16,0,5,4,7,1,16,1,1,100.0,0,0.0,11,50,37,1,1,0,0,0,8,1,possession,GHA,"DF,FW",21,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GHA,"DF,FW",21,1998,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,misc
GER-Bundesliga,2021,Mainz 05,Abass Issah,GHA,"DF,FW",21,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GHA,"DF,FW",21,1998,0.2,12,15,80.0,178,44,7,9,77.8,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,GHA,"DF,FW",21,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GHA,"DF,FW",21,1998,0.2,16,0,5,4,7,1,16,1,1,100.0,0,0.0,11,50,37,1,1,0,0,0,8,1,possession,GHA,"DF,FW",21,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GHA,"DF,FW",21,1998,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,misc
FRA-Ligue 1,2022,Angers,Abdallah Sima,SEN,FW,21,2001,34,19,1836,20.4,5,1,6,5,0,0,0,0,4.8,4.8,2.2,7.0,38,21,140,0.25,0.05,0.29,0.25,0.29,0.24,0.11,0.34,0.24,0.34,standard,SEN,FW,21,2001,20.4,274,374,73.3,3603,688,142,182,78.0,84,116,72.4,8,17,47.1,1,2.2,1.3,-1.2,16,18,6,1,21,passing,SEN,FW,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.5,12.7,0,0,0,4.8,4.8,0.12,0.2,0.2,shooting,SEN,FW,21,2001,20.4,589,23,54,271,281,78,589,50,21,42.0,25,50.0,404,2855,915,38,25,17,60,31,424,140,possession,SEN,FW,21,2001,20.4,22,13,4,15,3,7,19,36.8,12,8,0,8,4,26,19,0,defense,SEN,FW,21,2001,20.4,0,0,0,32,24,12,16,4,13,1,1,1,52,43,63,40.6,misc
FRA-Ligue 1,2024,Brest,Abdallah Sima,SEN,"FW,MF",23-298,2001,21,11,976,10.8,5,2,7,5,0,0,2,0,4.5,4.5,0.9,5.4,35,22,77,0.46,0.18,0.65,0.46,0.65,0.42,0.08,0.5,0.42,0.5,standard,SEN,"FW,MF",23-298,2001,10.8,195,276,70.7,2629,555,122,153,79.7,58,85,68.2,7,8,87.5,2,0.9,0.7,1.1,10,9,5,1,22,passing,SEN,"FW,MF",23-298,2001,10.8,5,30,13,43.3,2.77,1.2,0.17,0.38,13.8,0,0,0,4.5,4.5,0.15,0.5,0.5,shooting,SEN,"FW,MF",23-298,2001,10.8,416,9,57,157,207,53,416,21,6,28.6,11,52.4,250,1747,638,35,14,18,39,15,308,77,possession,SEN,"FW,MF",23-298,2001,10.8,9,8,1,3,5,4,9,44.4,5,5,0,5,1,10,9,0,defense,SEN,"FW,MF",23-298,2001,10.8,2,0,0,12,21,3,16,1,8,0,0,0,54,29,32,47.5,misc
ESP-La Liga,2020,Alavés,Abdallahi Mahmoud,MTN,MF,20,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,MTN,MF,20,2000,0.7,13,15,86.7,214,86,6,6,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,1,passing,MTN,MF,20,2000,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MTN,MF,20,2000,0.7,22,0,4,15,3,0,22,0,0,,0,,8,16,5,0,0,0,3,1,11,0,possession,MTN,MF,20,2000,0.7,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,defense,MTN,MF,20,2000,0.7,0,0,0,1,1,0,0,1,2,0,0,0,2,1,1,50.0,misc
ESP-La Liga,2021,Alavés,Abdallahi Mahmoud,MTN,MF,20,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,MTN,MF,20,2000,0.7,13,15,86.7,214,86,6,6,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,1,passing,MTN,MF,20,2000,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MTN,MF,20,2000,0.7,22,0,4,15,3,0,22,0,0,,0,,8,16,5,0,0,0,3,1,11,0,possession,MTN,MF,20,2000,0.7,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,defense,MTN,MF,20,2000,0.7,0,0,0,1,1,0,0,1,2,0,0,0,2,1,1,50.0,misc
ESP-La Liga,2023,Barcelona,Abde Ezzalzouli,MAR,"FW,MF",21,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,1,12,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,standard,MAR,"FW,MF",21,2001,0.8,23,37,62.2,289,83,18,23,78.3,4,8,50.0,1,4,25.0,0,0.1,0.0,-0.1,2,0,2,1,1,passing,MAR,"FW,MF",21,2001,0.8,0,4,1,25.0,5.29,1.32,0.0,0.0,19.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,MAR,"FW,MF",21,2001,0.8,54,0,2,13,39,7,54,4,2,50.0,2,50.0,41,302,143,7,3,4,4,2,43,12,possession,MAR,"FW,MF",21,2001,0.8,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,defense,MAR,"FW,MF",21,2001,0.8,0,0,0,1,3,0,7,0,1,0,0,0,2,1,2,33.3,misc
ESP-La Liga,2023,Betis,Abde Ezzalzouli,MAR,FW,21,2001,26,6,865,9.6,1,0,1,1,0,1,1,0,3.0,2.2,0.3,2.5,57,25,89,0.1,0.0,0.1,0.1,0.1,0.31,0.03,0.34,0.23,0.26,standard,MAR,FW,21,2001,9.6,232,353,65.7,2777,769,159,204,77.9,51,77,66.2,5,17,29.4,0,0.3,0.5,-0.3,4,11,9,1,25,passing,MAR,FW,21,2001,9.6,1,33,8,24.2,3.43,0.83,0.03,0.13,17.8,0,0,1,3.0,2.2,0.07,-2.0,-1.2,shooting,MAR,FW,21,2001,9.6,518,7,58,194,271,60,517,50,21,42.0,23,46.0,300,2801,1587,57,34,35,29,31,377,89,possession,MAR,FW,21,2001,9.6,17,14,7,5,5,4,14,28.6,10,10,0,10,5,22,5,0,defense,MAR,FW,21,2001,9.6,1,0,0,9,16,4,33,5,14,0,0,0,44,23,23,50.0,misc
ESP-La Liga,2024,Betis,Abde Ezzalzouli,MAR,"FW,MF",23-115,2001,25,19,1613,17.9,1,1,2,1,0,1,2,0,7.2,6.4,1.7,8.1,100,58,172,0.06,0.06,0.11,0.06,0.11,0.4,0.1,0.5,0.36,0.45,standard,MAR,"FW,MF",23-115,2001,17.9,442,627,70.5,5509,1624,305,376,81.1,110,160,68.8,9,29,31.0,1,1.7,1.6,-0.7,23,34,15,2,58,passing,MAR,"FW,MF",23-115,2001,17.9,1,50,18,36.0,2.79,1.0,0.02,0.06,15.8,1,0,1,7.2,6.4,0.13,-6.2,-5.4,shooting,MAR,"FW,MF",23-115,2001,17.9,892,8,93,337,490,125,891,91,42,46.2,35,38.5,582,4396,2576,100,66,45,50,45,661,172,possession,MAR,"FW,MF",23-115,2001,17.9,32,22,14,15,3,12,21,57.1,9,18,3,15,5,37,11,0,defense,MAR,"FW,MF",23-115,2001,17.9,2,0,0,18,32,3,42,5,22,1,0,0,84,19,31,38.0,misc
ESP-La Liga,2022,Osasuna,Abde Ezzalzouli,MAR,"FW,MF",20,2001,28,19,1504,16.7,4,2,6,4,0,0,4,2,2.7,2.7,1.9,4.6,93,44,136,0.24,0.12,0.36,0.24,0.36,0.16,0.11,0.27,0.16,0.27,standard,MAR,"FW,MF",20,2001,16.7,365,549,66.5,5242,1286,222,268,82.8,107,164,65.2,24,51,47.1,2,1.9,3.8,0.1,12,13,24,9,44,passing,MAR,"FW,MF",20,2001,16.7,4,40,16,40.0,2.39,0.96,0.1,0.25,19.1,2,0,0,2.7,2.7,0.07,1.3,1.3,shooting,MAR,"FW,MF",20,2001,16.7,813,4,73,287,473,66,813,117,59,50.4,42,35.9,555,4651,2531,93,60,45,64,38,606,136,possession,MAR,"FW,MF",20,2001,16.7,29,19,13,12,4,13,23,56.5,10,20,0,20,4,33,6,0,defense,MAR,"FW,MF",20,2001,16.7,4,2,1,27,34,2,76,4,19,0,0,0,71,3,17,15.0,misc
ESP-La Liga,2023,Alavés,Abdel Abqar,MAR,DF,24,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7,49,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,standard,MAR,DF,24,1999,25.7,553,762,72.6,12370,4872,141,164,86.0,302,339,89.1,99,225,44.0,0,0.2,0.2,-0.2,3,61,2,0,49,passing,MAR,DF,24,1999,25.7,0,10,3,30.0,0.39,0.12,0.0,0.0,12.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting,MAR,DF,24,1999,25.7,1032,191,570,422,42,21,1032,5,3,60.0,1,20.0,492,2460,1418,7,6,0,15,1,499,1,possession,MAR,DF,24,1999,25.7,35,19,28,5,2,21,35,60.0,14,31,26,5,23,58,115,0,defense,MAR,DF,24,1999,25.7,10,0,0,33,23,1,2,23,19,0,2,1,109,39,36,52.0,misc
ESP-La Liga,2024,Alavés,Abdel Abqar,MAR,DF,26-032,1999,28,28,2388,26.5,0,1,1,0,0,0,13,0,0.8,0.8,0.2,1.1,16,78,4,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,standard,MAR,DF,26-032,1999,26.5,687,906,75.8,15258,5441,176,190,92.6,398,437,91.1,109,252,43.3,1,0.2,0.4,0.8,7,64,10,2,78,passing,MAR,DF,26-032,1999,26.5,0,11,1,9.1,0.41,0.04,0.0,0.0,7.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,MAR,DF,26-032,1999,26.5,1210,156,639,526,56,24,1210,4,3,75.0,1,25.0,607,3459,1976,16,7,0,17,3,621,4,possession,MAR,DF,26-032,1999,26.5,36,23,24,11,1,20,33,60.6,13,24,16,8,39,75,144,1,defense,MAR,DF,26-032,1999,26.5,13,0,0,47,31,2,5,39,23,1,2,0,87,39,35,52.7,misc
ITA-Serie A,2022,Sampdoria,Abdelhamid Sabiri,MAR,"MF,FW",25,1996,18,12,1069,11.9,2,0,2,1,1,2,5,0,3.0,1.4,1.4,2.8,7,49,54,0.17,0.0,0.17,0.08,0.08,0.26,0.12,0.38,0.11,0.23,standard,MAR,"MF,FW",25,1996,11.9,310,461,67.2,5531,1574,141,180,78.3,118,162,72.8,39,85,45.9,0,1.4,1.2,-1.4,14,44,12,0,49,passing,MAR,"MF,FW",25,1996,11.9,2,31,9,29.0,2.61,0.76,0.03,0.11,25.5,8,1,2,3.0,1.4,0.04,-1.0,-0.4,shooting,MAR,"MF,FW",25,1996,11.9,618,15,64,304,257,31,616,39,14,35.9,17,43.6,363,1503,536,7,20,5,34,28,423,54,possession,MAR,"MF,FW",25,1996,11.9,18,7,5,9,4,4,13,30.8,9,18,4,14,2,20,5,0,defense,MAR,"MF,FW",25,1996,11.9,5,0,0,28,39,0,54,2,7,0,0,0,50,30,29,50.8,misc
FRA-Ligue 1,2023,Clermont Foot,Abdellah Baallal,MAR,MF,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,MF,18,2004,0.0,3,4,75.0,40,0,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,MAR,MF,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MAR,MF,18,2004,0.0,5,0,2,2,1,0,5,0,0,,0,,3,17,6,0,0,0,0,0,2,0,possession,MAR,MF,18,2004,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,MAR,MF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,misc
ESP-La Liga,2023,Atlético Madrid,Abdellah Raihani,MAR,FW,19,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,FW,19,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,MAR,FW,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MAR,FW,19,2004,0.1,1,0,0,0,1,1,1,0,0,,0,,1,0,0,0,0,0,1,0,1,1,possession,MAR,FW,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,MAR,FW,19,2004,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2023,Alavés,Abderrahman Rebbach,ALG,"FW,MF",24,1998,23,6,722,8.0,1,0,1,1,0,0,1,0,0.8,0.8,1.8,2.6,34,14,78,0.12,0.0,0.12,0.12,0.12,0.1,0.22,0.33,0.1,0.33,standard,ALG,"FW,MF",24,1998,8.0,124,225,55.1,2213,845,63,84,75.0,40,67,59.7,17,45,37.8,0,1.8,1.7,-1.8,18,12,6,3,14,passing,ALG,"FW,MF",24,1998,8.0,1,17,4,23.5,2.12,0.5,0.06,0.25,19.4,1,0,0,0.8,0.8,0.05,0.2,0.2,shooting,ALG,"FW,MF",24,1998,8.0,343,6,46,102,198,36,343,28,10,35.7,16,57.1,180,1419,763,34,15,18,28,12,196,78,possession,ALG,"FW,MF",24,1998,8.0,9,5,4,2,3,5,15,33.3,10,10,1,9,3,12,7,0,defense,ALG,"FW,MF",24,1998,8.0,1,0,0,13,10,3,63,3,5,0,0,0,31,7,13,35.0,misc
ESP-La Liga,2024,Alavés,Abderrahman Rebbach,ALG,"FW,MF",26-243,1998,8,4,385,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,16,5,34,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,standard,ALG,"FW,MF",26-243,1998,4.3,74,118,62.7,1234,255,41,58,70.7,24,35,68.6,8,17,47.1,0,0.3,0.4,-0.3,6,2,5,3,5,passing,ALG,"FW,MF",26-243,1998,4.3,0,6,1,16.7,1.4,0.23,0.0,0.0,20.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,ALG,"FW,MF",26-243,1998,4.3,173,4,27,62,85,18,173,14,3,21.4,9,64.3,103,674,389,16,6,7,9,5,107,34,possession,ALG,"FW,MF",26-243,1998,4.3,3,2,3,0,0,0,6,0.0,6,4,0,4,0,3,6,0,defense,ALG,"FW,MF",26-243,1998,4.3,1,0,0,5,6,2,17,0,2,0,0,0,16,1,11,8.3,misc
FRA-Ligue 1,2020,Paris S-G,Abdou Diallo,SEN,DF,24,1996,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.2,0.2,0.5,0.7,28,76,34,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,standard,SEN,DF,24,1996,16.6,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,74.5,1,0.5,0.5,0.5,1,69,5,2,76,passing,SEN,DF,24,1996,16.6,0,4,0,0.0,0.24,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,SEN,DF,24,1996,16.6,1324,100,497,718,117,9,1324,26,17,65.4,9,34.6,855,4192,2571,28,18,1,15,1,996,34,possession,SEN,DF,24,1996,16.6,16,11,9,5,2,8,13,61.5,5,15,8,7,25,41,36,0,defense,SEN,DF,24,1996,16.6,3,2,1,17,9,1,12,25,11,0,1,0,96,23,13,63.9,misc
FRA-Ligue 1,2021,Paris S-G,Abdou Diallo,SEN,DF,24,1996,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.2,0.2,0.5,0.7,28,76,34,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,standard,SEN,DF,24,1996,16.6,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,74.5,1,0.5,0.5,0.5,1,69,5,2,76,passing,SEN,DF,24,1996,16.6,0,4,0,0.0,0.24,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,SEN,DF,24,1996,16.6,1324,100,497,718,117,9,1324,26,17,65.4,9,34.6,855,4192,2571,28,18,1,15,1,996,34,possession,SEN,DF,24,1996,16.6,16,11,9,5,2,8,13,61.5,5,15,8,7,25,41,36,0,defense,SEN,DF,24,1996,16.6,3,2,1,17,9,1,12,25,11,0,1,0,96,23,13,63.9,misc
GER-Bundesliga,2022,RB Leipzig,Abdou Diallo,SEN,"DF,MF",26,1996,8,5,478,5.3,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,11,24,3,0.19,0.0,0.19,0.19,0.19,0.07,0.02,0.09,0.07,0.09,standard,SEN,"DF,MF",26,1996,5.3,323,381,84.8,6092,2643,128,139,92.1,157,174,90.2,36,60,60.0,0,0.1,0.3,-0.1,1,25,4,0,24,passing,SEN,"DF,MF",26,1996,5.3,1,4,1,25.0,0.75,0.19,0.25,1.0,8.0,0,0,0,0.4,0.4,0.1,0.6,0.6,shooting,SEN,"DF,MF",26,1996,5.3,443,57,203,216,27,8,443,5,3,60.0,1,20.0,277,1519,942,11,3,1,3,6,305,3,possession,SEN,"DF,MF",26,1996,5.3,6,5,5,1,0,1,3,33.3,2,8,5,3,8,14,22,0,defense,SEN,"DF,MF",26,1996,5.3,2,0,0,3,2,1,1,8,5,0,1,0,40,12,11,52.2,misc
ITA-Serie A,2023,Frosinone,Abdou Harroui,NED,"MF,FW",25,1998,18,13,1019,11.3,3,3,6,2,1,1,2,0,3.1,2.3,1.2,3.5,43,38,56,0.26,0.26,0.53,0.18,0.44,0.27,0.1,0.38,0.21,0.31,standard,NED,"MF,FW",25,1998,11.3,303,383,79.1,4174,1016,186,216,86.1,84,106,79.2,15,25,60.0,3,1.2,1.4,1.8,16,29,12,4,38,passing,NED,"MF,FW",25,1998,11.3,3,32,11,34.4,2.83,0.97,0.06,0.18,21.1,0,1,1,3.1,2.3,0.07,-0.1,-0.3,shooting,NED,"MF,FW",25,1998,11.3,564,11,79,276,220,32,563,44,19,43.2,21,47.7,308,2227,1221,43,31,8,28,7,378,56,possession,NED,"MF,FW",25,1998,11.3,23,11,11,11,1,8,16,50.0,8,19,3,16,5,28,8,0,defense,NED,"MF,FW",25,1998,11.3,2,0,0,18,16,1,12,5,11,0,0,0,53,12,8,60.0,misc
